Vaalipiiri,id,Sukunimi,Etunimi,Puolue,Ikä,Sukupuoli,Kansanedustajana edellisessä eduskunnassa,Valittu kansanedustajaksi 2011,Sitoutumaton,Kotikunta,Ehdokasnumero,Ammatti,Lapsia,Perheeseeni kuuluu,Vapaa-ajalla sydäntäni lähinnä on,Mitä asioita haluat edistää tai ajaa tulevalla vaalikaudella,Äidinkieli,Kielitaito,Koulutus,Ammattiasema,Työnantaja,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Tärkein ulkopuolinen rahoituslähde,Taloudelliset sidonnaisuudet,Vuositulot,Sijoitusten arvo (esim. osakkeet - rahastot),1. Suomen kuuluu jatkossakin tukea taloudellisesti ahdinkoon joutuneita EU-maita.,"2. Suomessa on korruptiota, joka vaikuttaa poliittisiin päätöksiin.",3. Kouluissa ja oppilaitoksissa on otettava käyttöön viikoittainen kasvisruokapäivä.,4. Rekisteröityneille homopareille pitää kuulua kaikki samat oikeudet kuin avioliiton solmineille heteropareille.,5. Maahanmuuttajien vastaanottamista ja tukemista verovaroin on tiukennettava.,6. Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,7. Suomen sotilaallinen läsnäolo Afganistanissa on ollut virhe.,8. Presidentin pitää tulevaisuudessakin johtaa Suomen ulko- ja turvallisuuspolitiikkaa yhteistoiminnassa hallituksen kanssa.,9. Yksilön vastuuta omasta ja perheensä hyvinvoinnista on lisättävä.,10. Ruotsin kielen opiskelun pitää olla kouluissa pakollista.,11. Yritysten hallituksiin on säädettävä lailla sukupuolikiintiöt.,12. Asuntolainojen korkovähennykset on poistettava asteittain.,13. On pikaisesti säädettävä vanhustenhoitolaki joka määrittelee laadukkaan hoidon kriteerit ja sanktiot niiden laiminlyömisestä.,14. Kunnalliset peruspalvelut on tuotettava ensisijaisesti kuntien omalla henkilöstöllä.,"15. Lasten päivähoito-oikeutta tulee voida rajoittaa perheissä, joissa ainakin toinen vanhemmista on kotona.","16. Maatalouden tukia on ohjattava siten, että vuonna 2030 ainakin puolet suomalaisesta ruokatuotannosta on luomua.",17. Yritystukien ehdoksi on asetettava suomalaisten työllistäminen.,18. Armeijan uudistaminen ei ole mahdollista ilman varuskuntien määrän karsimista.,19. Lakko-oikeutta ei ole tarvetta rajoittaa millään tavalla.,20. Seuraavan eduskunnan ei tule nostaa eläkeikää.,21. Turpeen energiakäyttöä on vähennettävä ilmaston lämpenemisen hillitsemiseksi.,22. Työttömiä on kannustettava töihin porrastamalla työttömyysturvaa nykyistä voimakkaammin.,23. Yritysten voitoista maksamaa veroa pitää laskea.,24. Työttömyyden lievittämiseksi viikoittainen työaika on lyhennettävä 35 tuntiin.,"25. Eläkemaksuja voidaan korottaa tuntuvasti, jotta nykyiset eläke-edut turvataan.",26. Seuraavalla vaalikaudella on kiristettävä suurituloisten verotusta.,27. Valtion on taloutensa tasapainottamiseksi leikattava menoja.,28. Taiteilijoita on koulutettava Suomeen nykyistä vähemmän.,29. Korkeakouluopiskelijoiden pitäisi rahoittaa opintojaan nykyistä enemmän lainarahalla.,30. Tulevalla vaalikaudella tulee myöntää lupa ainakin yhden uuden ydinvoimalan rakentamiselle.,31. Helsingissä on otettava käyttöön ruuhkamaksut yksityisautoille.,31. Uudenmaan kaupunkeja ja kuntia pitää yhdistää tarvittaessa pakkokeinoin.,31. Kiinteä maantieyhteys Nauvon ja Paraisten välillä on tulevaisuuden elävän saariston edellytys.,"31. Jos varuskuntia tulee lakkauttaa, niin Parola tulee lakkauttaa ennemmin kuin Lahden Hennala.",31. Pirkanmaan lähijunaliikenteen lisääminen on tärkeämpää kuin Tampereen pikaraitiotie.,31. Keskustojen ulkopuolisille jättimarketeille ja kauppakeskuksille ei pidä myöntää uusia rakennuslupia.,31. Tulevalla vaalikaudella on aloitettava suunnittelutyö kiinteän liikenneyhteyden (tie/tunneli) saamiseksi Merenkurkkuun Vaasan ja Uumajan välille.,31. Suomen pitää edistää EU:n ja Venäjän välisen viisumivapauden syntymistä.,31. Vapaaehtoiset sopimukset ovat riittäviä saimaannorpan suojelemiseksi.,31. Maakunnan kehittämisessä pitää panostaa ensisijaisesti Kuopioon alueen veturina.,31. Liikenteen kehittämisen painopiste tulee Keski-Suomessa siirtää nelostiestä uusiin nopeisiin junayhteyksiin,"31. Kunnan pitää saada itse valita, mitä kieliä sen kouluissa opetetaan äidinkielen ja englannin lisäksi.",31. Kaksoisraiteen rakentaminen Ouluun on tärkeämpää kuin Nelostien perusparantaminen välillä Jyväskylä-Oulu.,31. Lappiin ei pidä rakentaa ydinvoimalaa.,31. Ahvenanmaan tulee saada oma verotusoikeus.,"32. Helsingin, Espoon, Kauniaisen ja Vantaan on yhdistyttävä",32. Uudellemaalle on saatava toinen kansainvälinen lentokenttä kuntien vastustuksesta huolimatta.,32. Selkämeren kansallispuiston ei tulisi ulottua Varsinais-Suomeen.,32. Vihdistä Forssan kautta Poriin kulkevan kakkostien parantamisen pitää olla etusijalla Lahden eteläisen kehätien rakentamiseen nähden.,32. Seuraavalla vaalikaudella mahdollisimman monen Pirkanmaan kunnan pitäisi yhdistyä Suur-Tampereeksi.,32. Satakunnassa pitäisi olla tulevan vaalikauden lopussa korkeintaan kymmenen kuntaa.,32. Keskustojen ulkopuolisille jättimarketeille ja kauppakeskuksille ei pidä myöntää uusia rakennuslupia,32. Valtatie 6 pikainen loppuunsaattaminen moottoritieksi Kaakkois-Suomessa on alueen tärkein tiehanke.,32. Jättimarketteja ja kauppakeskuksia pitää voida rakentaa myös keskustojen ulkopuolelle.,32. Suomen kouluissa tulisi olla mahdollista valita venäjä B-kieleksi ruotsin sijaan.,32. Keski-Suomen kuntien lukumäärä tulee puolittaa nykyisestä.,32. Kuntia ei saa pakottaa järjestämään yhdessä mitään palveluja.,32. Kuntaliitoksia on jatkettava määrätietoisesti Oulun vaalipiirissä vastustuksesta huolimatta.,32. Valtionhallinnon alueellistaminen on hyödyttänyt Lapissa vain Rovaniemeä.,32. Ahvenanmaan itsehallinnon kehittämisen tavoite tulee olla itsenäisyys Suomesta.,33. Helsingissä maahanmuuttajalapset on sijoitettava tasaisesti eri kouluihin.,"33. Uudellemaalle voidaan perustaa uraanikaivos, jos uraania alueelta löytyy.",33. Valtion tulee voida tehdä päätös suuremmista tuulivoimapuistoista kuulematta kuntia tai kesäasukkaita.,33. Tulevan eduskunnan tulee pakottaa kuntia kuntaliitoksiin Kanta- ja Päijät-Hämeessä.,33. Tampereen Keskusareena ja siihen liittyvä kansihanke on toteutettava täydessä laajuudessaan.,33. Pori - Forssa - Helsinki -oikorata on turha hanke.,33. Maakuntarajoja tulee Vaasan vaalipiirin alueella tarkistaa tulevan vaalikauden aikana.,"33. Kymen vaalipiiriin riittäisi korkeintaan neljä kuntaa (Kotka, Kouvola, Lappeenranta, Imatra).",33. Valtatie 5:n korjaus välillä Mikkeli-Juva on tärkeämpi väylähanke lähivuosina kuin rataverkon kunnostaminen.,"33. Pohjois-Savo olisi sopiva paikka uraanikaivokselle, jos alueelta löytyisi uraania.",33. Äänekosken Kivettyyn voidaan perustaa ydinjätteelle loppusijoituspaikka.,33. VR:n lähivuosien tärkein investointi pohjoiskarjalaisten matkustajien kannalta on Helsingin ratapihan kunnostaminen ja laajentaminen.,33. Talvivaaran kaivoksen uraanilöytö on hyödynnettävä vaikka lähialueet vastustaisivat sitä.,33. Vuotoksen allas pitäisi rakentaa.,33. Ahvenanmaalaiset eivät voi vaikuttaa paljonkaan asioihinsa eduskuntavaalien kautta.,34. Mielestäni seuraavassa hallituksessa on oltava mukana:,35. Suosikkini tulevan hallituksen pääministeriksi on (vain yksi):
02 Uudenmaan vaalipiiri,2694,Wahrman,Kalevi,Suomen Työväenpuolue STP,61,M,0,0,0,Porvoo,192,"häradsdomare, teleasentaja",kyllä,vaimo Kaija,kirjallisuus ja elokuvat,"Yhteiskunnan tulonjakoa tulee muuttaa työhön perustuvien  tulojen hyväksi (eläkkeet, työttömyystuki , sairauspäiväraha, koulutustuki…) joista on maksettu kollektiivista vakuutusmaksua. Ylisuuria voittoja ja osinkotuloja on leikattava verotuksella ja tulonsiirroilla. Pääomatuloja ja yritysten voittoja tulee investoida maahamme työpaikoiksi. Eläkkeiden pienenemisen estämiseksi suhteessa palkkatuloihin tule sitoa ne palkkaindeksiin. Energiayhtiöt tulee palauttaa yhteiskunnan kontrolliin ja estää energialla rahastaminen. Sähköiset peruspalvelut tulee olla ilman kustannuksia kaikkien saatavissa. Ihmiskunnan turvallisuuden keskeisiä uhkatekijöitä, kuten ilmastonmuutos, nälänhätä, sodat …tulee torjua. Ihmisten välinpitämättömyys luonnon tuhoutumisesta ja ihmisten solidaarisuuden puuttuminen, tappaa viimekädessä ainakin ihmispopulaation. ”Luotan kuitenkin ihmisten järkevään käyttäytymiseen",suomi,suomi|ruotsi,ammattitutkinto,eläkeläinen,ei työelämässä,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä|kunnan- tai kaupunginvaltuusto,alle 1 000 euroa,1-20 %,ammattijärjestöjen tuki,ei ole,alle 20 000 euroa,ei sijoituksia,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,kokoomus|kristillisdemokraatit|perussuomalaiset,Joku muu
02 Uudenmaan vaalipiiri,3954,Wallén,Aarne,Piraattipuolue,24,M,0,0,0,Espoo,182,opiskelija,ei,,kirjallisuus ja elokuvat,,suomi,suomi|ruotsi|englanti,ammattitutkinto,opiskelija,,evankelis-luterilainen kirkko,,,,,,,alle 20 000 euroa,ei sijoituksia,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,en osaa sanoa,täysin eri mieltä,jokseenkin samaa mieltä,en osaa sanoa,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,en osaa sanoa,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,en osaa sanoa,täysin eri mieltä,jokseenkin samaa mieltä,,en osaa sanoa,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,,täysin samaa mieltä,,,,,,,,,,,,,,jokin muu puolue,Jyrki Katainen
02 Uudenmaan vaalipiiri,3826,Warvas,Sirkka,Suomen Kristillisdemokraatit (KD),0,F,0,0,0,Lohja,355,"tradenomi, perheyrittäjä",kyllä,"arkkitehti aviomies, kaksi aikuista tytärtä ja paljon kotieläimiä kissasta hevosiin, kesällä syntyy iloksemme varsa.  Aikaisemmin perheeseemme kuului isovanhemmat sekä kaksi vajaavaltaista sisarusta.","teatteri, tanssi ja ooppera","Puhtaanpaa politiikkaa, avoimmuutta, tiedotusta omasta toiminnasta. Vanhusten hoito, nuoret ja nuoret perheet, pahoinvoinnin ennalta ehkäisevä toiminta, opintotuen indeksisidonnaisuus, lapsilisät ei saa vaikuttaa toimeentulotuen määrään, alv. alennus luomutuotteille sekä käsin työtätekeville yksinyrittäjille, omaishoidon tuki Kelan korvattavaksi, syrjäytymisen ehkäiseminen",suomi,suomi|ruotsi|englanti,korkeakoulututkinto,yrittäjä,yksityinen,evankelis-luterilainen kirkko,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä,1 000-5 000 euroa,,yksityiset lahjoitukset,ei ole,,,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,en osaa sanoa,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,,jokseenkin eri mieltä,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,keskusta|kristillisdemokraatit|perussuomalaiset,Mari Kiviniemi
02 Uudenmaan vaalipiiri,4124,Wasenius,Reidar,Ruotsalainen kansanpuolue,44,M,0,0,0,Esbo,67,"företagare, yrittäjä",kyllä,,kirjallisuus ja elokuvat,"Eduskunnassa aion ennen muuta panostaa lainsäädäntöön, joka edistää yrittäjyyttä, yhä parempaa koulutusta kaikilla tasoilla sekä työllisyyttä. Etenkin pienyrittäjinä jaksavat ovat merkittävä voima Suomen hyvinvoinnin kannalta. Heidän toimintansa kasvua on tuettava. Elinvoimainen talous antaa meille mahdollisuuden tarjota sekä nuorille että senioreille sen minkä he ansaitsevat.     - - -    I riksdagen kommer jag framför allt arbeta för lagstiftning som befrämjar företagsamhet, allt bättre utbildning på alla stadier och sysselsättning - i synnerhet för ungdomar. Småföretagare är speciellt viktiga för Finlands välfärd. Deras tillväxt ska stödas. En livskraftig ekonomi ger oss möjlighet att erbjuda både unga och seniorer det de förtjänar.",ruotsi,suomi|ruotsi|englanti|saksa|ranska|venäjä|espanja|italia|joku muu,ylioppilas,yrittäjä,yksityinen,,kyllä,ei mitään näistä,1 000-5 000 euroa,,puolueen tuki,,,,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,,jokseenkin samaa mieltä,,,,,,,,,,,,,,kokoomus|sdp|vihreät|rkp,Joku muu
02 Uudenmaan vaalipiiri,2580,Wikström,Anders,Ruotsalainen kansanpuolue,30,M,0,0,0,Sibbo,68,"informatör, tiedottaja",kyllä,Fru och dotter,,"Ungas välmående, kommunikationen i metropolen samt barnfamilje frågor",ruotsi,suomi|ruotsi|englanti,korkeakoulututkinto,,yksityinen,evankelis-luterilainen kirkko,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä|kunnan- tai kaupunginvaltuusto,1 000-5 000 euroa,81-100%,puolueen tuki,,,,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,täysin samaa mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,keskusta|kokoomus|rkp,Jyrki Katainen
02 Uudenmaan vaalipiiri,2169,yli-paavola,jussi,Muutos 2011,59,M,0,0,0,espoo,119,eläkeläinen,kyllä,,internet,stoppi velkaantumiselle ja ulkomaiden rahoitukselle.Suomalaisten asiat ensin kuntoon.,suomi,suomi|ruotsi|englanti|saksa,peruskoulu,eläkeläinen,,muu uskonnollinen yhteisö,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä,1 000-5 000 euroa,51-80 %,,"ei ole,eikä tule.",alle 20 000 euroa,ei sijoituksia,täysin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,jokseenkin samaa mieltä,,,,,,,,,,,,,,,jokseenkin samaa mieltä,,,,,,,,,,,,,,keskusta|sdp|kristillisdemokraatit|perussuomalaiset|jokin muu puolue,Timo Soini
02 Uudenmaan vaalipiiri,3208,Yltävä,Harry,Vasemmistoliitto,61,M,0,0,0,Raasepori,320,"johtava sosiaalityöntekijä, ledande socialarbetare",kyllä,puoliso ja lukiolaistytär,kirjallisuus ja elokuvat,"Minut tunnetaan julkisen terveydenhuollon vankkumattomana puolustajana.    Kunnan  lähipalvelut on turvattava on sitten kysymys terveysasemista, vanhustenhuollosta tai lähikouluista. Olen puolustanut vuokralaisten etuja liikemiesten voittojen sijaan. Kaava-asioissa olen puolustanut maisemallisia ja  ekologisia arvoja tehokkuuden ja taloudellisten hyötyjen sijaan.    Työssäni vammaispalvelujen johtavana sosiaalityöntekijänä kohtaan päivittäin vammaisten ihmisten arjen.    Vastustan julkisten palvelujen yksityistämistä.",suomi,ruotsi|englanti,korkeakoulututkinto,johtava asema,julkinen,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä|kunnan- tai kaupunginvaltuusto|kuntayhtymä tai maakuntahallinto,alle 1 000 euroa,1-20 %,puolueen tuki,ei ole,30 000-50 000 euroa,ei sijoituksia,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,,jokseenkin samaa mieltä,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,vasemmistoliitto,Paavo Arhinmäki
02 Uudenmaan vaalipiiri,2261,Yltävä,Harry,Vasemmistoliitto,61,M,0,0,0,Raasepori,0,,kyllä,puoliso ja 4 lasta,kirjallisuus ja elokuvat,"TIETOA JA TAITOA  Minut tunnetaan julkisen terveydenhuollon vankkumattomana puolustajana.   Kunnan  lähipalvelut on turvattava on sitten kysymys terveysasemista, vanhustenhuollosta tai lähikouluista. Olen puolustanut vuokralaisten etuja liikemiesten voittojen sijaan. Kaava-asioissa olen puolustanut maisemallisia ja  ekologisia arvoja tehokkuuden ja taloudellisten hyötyjen sijaan.  Työssäni vammaispalvelujen johtavana sosiaalityöntekijänä kohtaan päivittäin vammaisten ihmisten arjen.   Vastustan julkisten palvelujen yksityistämistä.",suomi,suomi|ruotsi|englanti,korkeakoulututkinto,johtava asema,julkinen,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä|kunnan- tai kaupunginvaltuusto|kuntayhtymä tai maakuntahallinto,alle 1 000 euroa,1-20 %,,ei ole,50 000-70 000 euroa,ei sijoituksia,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,,jokseenkin samaa mieltä,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,sdp|vasemmistoliitto|vihreät,Paavo Arhinmäki
02 Uudenmaan vaalipiiri,4091,Ylönen,Iida,Suomen Kommunistinen Puolue,26,F,0,0,1,Hyvinkää,148,siivooja,,,,,suomi,suomi|ruotsi|englanti|saksa,ylioppilas,,yksityinen,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,ei,ei mitään näistä,alle 1 000 euroa,0 %,ei ulkopuolista vaalirahoitusta,,alle 20 000 euroa,ei sijoituksia,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,vasemmistoliitto|jokin muu puolue,Joku muu
02 Uudenmaan vaalipiiri,3590,Yusuf,Said,Vihreä liitto,43,M,0,0,0,Espoo,36,"tulkki, konsultti",,,kirjallisuus ja elokuvat,Haluan edistää näistä asioista eduskunnassa:    - Miten kehittää Lähi-idän ja Afrika maat ja suomen talous suhdetta?    - Suomi tarvitsee aktiivisen ja johdonmukaisen maahanmuuttopolitiikan  joka näkee maahanmuuttajat voimavarana yhteiskunnalle.    - ja pohtia miten voisimme lisätä investointia kehitysmaissa sen sijaan  etta lähetetään vain kehitysapua.    -ihmisoikeuksien ja sosiaalisen oikeudenmukaisuuden ajamista    - Nuorten työttömyyden torjuntaan ja hoitoon.,muu,suomi|englanti|joku muu,,joku muu,yksityinen,muu uskonnollinen yhteisö,kyllä,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä,alle 1 000 euroa,1-20 %,yksityiset lahjoitukset,,,ei sijoituksia,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,en osaa sanoa,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,en osaa sanoa,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,sdp|vasemmistoliitto|vihreät,Anni Sinnemäki
02 Uudenmaan vaalipiiri,2712,Åberg,Gustaf,Ruotsalainen kansanpuolue,51,M,0,0,0,Kyrkslätt,70,"ingenjör, företagare",kyllä,"fru Kitty, barnen Crista 25, Marcus 23, Philip 20","teatteri, tanssi ja ooppera",Utan företagsamhet stannar Finland  Ilman yritteliäisyyttä Suomi pysähtyy    Det skall alltid löna sig att jobba  Työnteon tulee aina olla kanattavaa     Lägre skatter ger flera jobb  Alemmat verot – enemmän työtilaisuuksia    Också en högskolestuderande bör ha rätt att jobba  Myös korkeakoulu-opiskelijalla on oikeus työntekoon    Om du vill delta i miljötalkot - använd el  Jos haluat osallistua ilmastotalkoisiin käytä sähköä    Jag tänker segla på Östersjön med mina barnbarn  Tulen purjehtimaan Itämerellä lastenlasteni kanssa,ruotsi,suomi|ruotsi|englanti,korkeakoulututkinto,yrittäjä,yksityinen,evankelis-luterilainen kirkko,kyllä,kunnan- tai kaupunginvaltuusto,1 000-5 000 euroa,51-80 %,puolueen tuki,,30 000-50 000 euroa,0-10 000 euroa,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,,täysin eri mieltä,,,,,,,,,,,,,,,täysin eri mieltä,,,,,,,,,,,,,,,jokseenkin eri mieltä,,,,,,,,,,,,,,keskusta|kokoomus|rkp,Stefan Wallin
